drug_name,num_prescriber,total_cost
TEGRETOL XR,3985,13822976.289999975
EDARBI,1599,5490386.219999998
RIOMET,136,510113.5500000004
AMANTADINE,12661,37013274.92999994
INCONTROL PEN NEEDLE,403,212913.1700000001
NUCYNTA,2256,21676413.270000033
ZENPEP,2404,33458719.650000013
TEXACORT,1,2232.7
DEPO-TESTOSTERONE,568,487680.2899999999
AMLODIPINE-VALSARTAN-HCTZ,2781,9166547.089999989
PIRMELLA,39,4697.93
GENVOYA,10,405775.16000000003
MYFORTIC,264,4590879.660000001
GILOTRIF,258,26989516.33000001
RENA-VITE RX,3,728.97
LANSOPRAZOLE,53347,74159963.50000034
LUNESTA,832,4301520.060000001
LUZU,3,51944.219999999994
BUPRENEX,23,825013.3300000001
DONEPEZIL HCL,117242,168821714.36999643
ZIAGEN,86,589084.7199999999
HECORIA,4,12798.28
VIBRAMYCIN,30,67036.76999999999
AMLODIPINE BESYLATE,247745,259583893.55999807
BUDESONIDE EC,5265,89150994.61999975
ALBENZA,13,1446848.1900000004
FEMHRT,86,129848.88999999997
ZOLOFT,665,2524876.060000003
PROBENECID-COLCHICINE,1456,1107012.2299999988
PAMIDRONATE DISODIUM,21,18545.119999999995
XELJANZ,1466,113709995.85000004
NEUPRO,2953,47674034.30000015
PAROEX,94,15548.269999999997
VIRT NATE,4,0.15
ULTRACOMFORT,1,119.74
HALOG,37,571423.1
TENIVAC,44,44237.83
INTRALIPID,428,3723271.9200000013
CLOBETASOL EMOLLIENT,654,1965178.6000000006
AZOR,9324,61620384.33999981
DIFFERIN,7,22576.68
REPATHA SURECLICK,12,281083.00999999995
LOTREL,451,1415155.5200000005
CUPRIMINE,62,9144743.429999998
PEN NEEDLES,1390,702436.5800000008
TINIDAZOLE,64,205338.92
DUTASTERIDE,1565,6273077.959999998
DEXMETHYLPHENIDATE HCL ER,174,535669.4799999999
ABILIFY,33479,1291257874.0600073
DICYCLOMINE HCL,43553,10927087.530000178
CIPRO,16,43069.159999999996
VESICARE,49277,494441108.66000104
ADALAT CC,66,60244.53
RIVASTIGMINE,11999,48269497.91000023
TOLCAPONE,3,393443.54
RISEDRONATE SODIUM,5224,22094450.069999985
YAZ,18,22439.559999999998
NAMZARIC,342,1793825.9500000004
CEDAX,1,1954.65
XOPENEX,16,79513.58
LIOTHYRONINE SODIUM,10321,10457373.059999999
GRISEOFULVIN ULTRAMICROSIZE,96,537023.47
SYMAX-SR,1,936.04
SFROWASA,1,15798.32
LOTENSIN HCT,1,670.12
APRACLONIDINE HCL,95,213099.64
HYSINGLA ER,193,1351902.6200000006
PCE,1,4926.74
NIMODIPINE,21,632328.74
LAMIVUDINE HBV,527,3036848.6199999987
DALVANCE,3,114031.36
AMIODARONE HCL,53286,44007894.90999971
ZOLADEX,14,243363.98000000004
CEFIXIME,1,2554.36
ALPRAZOLAM ODT,114,203230.12999999998
AFREZZA,34,224617.46999999997
EC-NAPROSYN,3,4864.6900000000005
PROPYLTHIOURACIL,2085,1982600.7200000044
KINERET,65,3250879.9699999997
BUPROPION HCL SR,61162,44030706.29999956
BETAMETHASONE VALERATE,4555,5112312.169999999
RAMIPRIL,64729,47035005.00000017
PROSCAR,108,257415.62
HAVRIX,139,435732.06000000023
PHOSLYRA,130,425476.76
EPLERENONE,4386,11007705.590000054
BALSALAZIDE DISODIUM,3374,12750828.21
ARESTIN,19,1008265.8199999998
ADVOCATE PEN NEEDLES,54,40542.43999999999
DYAZIDE,202,140713.90000000008
GATIFLOXACIN,1454,11612391.839999992
CEFDINIR,20568,19705471.97000003
LIDOCAINE-PRILOCAINE,13223,82193592.56999941
ESOMEPRAZOLE MAGNESIUM,26235,142034908.12000033
CARIMUNE NF NANOFILTERED,32,3978674.6899999995
SABRIL,65,18887371.440000005
CASODEX,21,142767.2
RAPAFLO,9270,92983914.36999987
BARACLUDE,525,14064388.109999996
PEG-3350 WITH FLAVOR PACKS,38,14013.069999999996
DOPAMINE HCL,1,495.38
ORTHO TRI-CYCLEN LO,145,247472.64
DILT-CD,6,1421.88
RENVELA,14906,1167304749.6199994
PROGRAF,761,12561961.12000001
ELOCON,6,8342.8
FIRAZYR,47,54721886.21000002
HYDROXYZINE PAMOATE,16444,6112554.939999983
MARPLAN,25,164467.43000000002
FEMCON FE,1,1297.93
JUXTAPID,91,51032176.33999999
METHIMAZOLE,13946,4967569.760000003
PROBENECID,2502,1428415.249999999
WYMZYA FE,9,6895.76
FAMOTIDINE,86941,39072588.139999926
PEGASYS,41,2184097.11
MYAMBUTOL,8,6363.580000000001
PREVIDENT 5000 SENSITIVE,150,30260.74
BISOPROLOL FUMARATE,15376,13063261.989999978
CYCLOPENTOLATE HCL,278,147822.33000000005
FLAVOXATE HCL,355,374706.8199999996
TRAMADOL HCL,201671,101308846.0200023
WEBCOL,50,3500.810000000001
FLUORIDE,10,1311.99
DICLOFENAC SODIUM ER,3964,2292760.069999999
SORINE,2,202.75
ORACEA,323,3395668.2700000023
FORTAZ IN ISO-OSMOTIC DEXTROSE,4,18129.22
DORZOLAMIDE-TIMOLOL,22006,41870686.70999979
SINEMET 25-100,172,617541.8699999998
DUEXIS,200,8172530.210000001
OXAZEPAM,3167,3038259.9699999997
CUVPOSA,32,228159.66000000003
VPRIV,12,6579192.56
STIMATE,1,7829.94
DEPAKENE,100,972798.9900000002
SOLARAZE,21,794336.4900000002
ISOPTO CARPINE,8,9090.58
ZOLMITRIPTAN ODT,155,289757.09
GAMASTAN S-D,12,108258.80000000002
SURMONTIL,58,306170.63999999996
FLUNISOLIDE,1588,1738426.3600000055
DILANTIN-125,112,197285.61999999994
GENTAMICIN SULFATE,7858,6648086.300000017
PRENATE DHA,3,4674.1900000000005
EMBEDA,47,518069.77999999997
LEVOBUNOLOL HCL,2688,1685978.1499999997
RELPAX,1385,9508843.049999995
FUROSEMIDE,229044,134482049.7199986
BUPHENYL,10,1439668.8899999997
MITOMYCIN,12,293950.52999999997
BEPREVE,710,6031963.529999998
TOFRANIL,10,134278.71000000002
BENICAR,44786,324468213.0099971
LACLOTION,23,7729.24
INVEGA TRINZA,74,6167203.179999999
FOLIC ACID,2336,361914.42000000004
NIACIN ER,23474,107149153.86999962
JUNEL,282,78653.95999999999
SEROQUEL XR,20947,487194058.07999885
ZEGERID,253,5165254.669999998
KLOR-CON 8,4864,3034460.3899999955
NEURONTIN,807,5793582.699999997
AMOXAPINE,417,315496.93999999994
MENTAX,21,51037.450000000004
ADACEL TDAP,3211,5328243.730000003
AMARYL,176,333549.4299999999
FLUOCINOLONE ACETONIDE OIL,1234,4721276.799999997
HYDROCORTISONE,26440,13622336.190000044
DEPLIN-ALGAL OIL,1,743.02
CARISOPRODOL-ASPIRIN,1,1781.09
ULTRA COMFORT,771,245226.31999999983
CELONTIN,131,394151.02
LUCENTIS,28,2009322.85
METOPROLOL SUCCINATE,190469,589621918.5099968
GAVILYTE-G,4567,2829297.0699999994
THEOPHYLLINE ANHYDROUS,15517,10718511.840000024
TRIMETHOBENZAMIDE HCL,170,220634.32000000015
ISRADIPINE,519,750610.0900000004
PRADAXA,34570,440515740.7500019
GILDESS 24 FE,1,702.31
K-SOL,49,120863.64999999998
CAPACET,7,3132.4300000000003
SURE COMFORT ALCOHOL,496,102975.15999999997
DIPENTUM,81,1284725.7899999998
NIZATIDINE,1454,607939.9599999997
CLOZAPINE,16825,94326193.42
SELEGILINE HCL,1910,5174813.950000003
MAXALT,105,909404.28
NULYTELY WITH FLAVOR PACKS,18,20405.58
ERYTHROMYCIN-BENZOYL PEROXIDE,304,643021.42
FONDAPARINUX SODIUM,731,21546957.749999974
ZYPREXA RELPREVV,162,5956765.630000003
ZANAFLEX,61,267019.38
SYNERA,4,39956.100000000006
CLEOCIN PHOSPHATE IN D5W,1,230.21
DIANEAL WITH 1.5% DEXTROSE,2,40339.91
GLYBURIDE MICRONIZED,1160,243690.20000000007
NORPRAMIN,25,81278.18
ZONALON,16,190266.36
DICLOFENAC SODIUM,50959,105231159.84999909
PIOGLITAZONE-GLIMEPIRIDE,202,1166479.5300000003
POTASSIUM PHOSPHATE,6,11041.29
BETAGAN,6,5734.930000000001
MEFENAMIC ACID,4,33266.770000000004
NITROGLYCERIN PATCH,16678,12891652.159999967
SUSTIVA,2607,57442558.41999987
SAIZEN,28,3936429.24
TOPCARE ULTRA COMFORT,9,1584.48
URSO,17,71167.23999999999
ADEFOVIR DIPIVOXIL,258,2973047.1900000013
ZEMPLAR,69,349467.74000000005
NEFAZODONE HCL,1553,2137173.6999999997
PINNACAINE,5,368762.45
RISPERDAL M-TAB,34,376311.2400000001
TERAZOSIN HCL,59643,19244690.040000133
ALVESCO,533,3316823.930000001
ELIGARD,15,170838.97999999998
VERAPAMIL SR,2972,2196828.5999999978
NAPROXEN SODIUM CR,11,321095.89
TRIFLURIDINE,103,200757.70000000007
IBUPROFEN,128291,38332301.76999987
RIDAURA,45,870425.3799999999
AVAPRO,569,1262550.3499999994
NEPHRON FA,3,1391.5700000000002
EVISTA,1555,5633816.399999985
PENTOXIFYLLINE,11318,6315953.099999984
NOVOLOG MIX 70-30,8961,99899175.41000006
BACLOFEN,78884,81252252.8000002
ERGOLOID MESYLATES,18,131238.13999999998
IMURAN,49,226555.94
TRANXENE T-TAB,19,119248.16999999998
BUPAP,30,338748.81999999995
TRINATAL RX 1,6,649.71
NATPARA,6,667917.52
XTANDI,2765,604956474.4000006
X-VIATE,32,21497.49
GANCICLOVIR SODIUM,11,162901.0
LEVSIN,1,2053.74
GILDESS,196,54686.22000000004
SODIUM FLUORIDE,2,246.28
DUTASTERIDE-TAMSULOSIN,10,43595.04
CLEOCIN PHOSPHATE,5,7047.55
ANAGRELIDE HCL,1383,3553410.8000000003
TRI-SPRINTEC,1039,176600.73999999993
SHAROBEL,50,10285.459999999997
ELINEST,97,24722.070000000003
EASY COMFORT PEN NEEDLES,903,970343.0200000011
FOSCAVIR,1,59130.22
FLUVOXAMINE MALEATE ER,586,3190794.6799999997
TERUMO INSULIN SYRINGE,11,2155.45
NAGLAZYME,7,7056828.25
OMEPRAZOLE-SODIUM BICARBONATE,993,9207380.259999998
LARIN,10,2578.1999999999994
FLECTOR,1345,12309326.02000001
PFIZERPEN,35,95437.77
METHOTREXATE SODIUM,1247,412267.14
NIKKI,19,11603.190000000002
DEXAMETHASONE INTENSOL,7,10670.59
HEXALEN,5,96536.23
RHINOCORT AQUA,69,150312.5
FOCALIN,15,24831.999999999996
ORTHO TRI-CYCLEN,14,7103.29
APOKYN,71,24930246.750000007
ZOMETA,3,40727.65
LEVSIN-SL,1,784.41
CYCLOSPORINE MODIFIED,1260,3959644.210000001
BROMFENAC SODIUM,1096,5634707.119999999
REMICADE,222,33750236.029999994
LANTUS,87111,1623149913.8100076
OXCARBAZEPINE,25810,33590341.879999936
ACETASOL HC,2,2561.9700000000003
JENTADUETO,2743,26648871.529999964
AVINZA,28,208749.57
NATACYN,7,26931.38
CLICKFINE,1294,466095.2700000004
ACTIGALL,20,158462.05999999997
TERCONAZOLE,2086,1534010.1500000001
MENOSTAR,80,188239.59000000008
LONSURF,3,264844.17000000004
AVASTIN,116,17191060.459999997
DIAZEPAM,92509,23796976.610000085
ALPRAZOLAM XR,401,193698.88999999987
GENTAK,298,144918.18999999994
XULANE,197,268195.01
ENALAPRIL-HYDROCHLOROTHIAZIDE,6598,1600904.650000002
PREVIDENT 5000 PLUS,119,27207.080000000005
MENOMUNE-A-C-Y-W-135,11,39067.22
PROGESTERONE,5461,9813925.86000002
HYOSCYAMINE SULFATE ER,3,2263.96
BYDUREON PEN,3907,53321154.30000011
HALDOL DECANOATE 100,17,62672.11000000001
SYEDA,80,47796.88
PROTOPIC,34,393117.46
RENACIDIN,236,311703.57999999984
EXELON,23341,398867748.46999896
ARIMIDEX,147,1088810.6500000004
INVEGA,7650,228829123.70000008
FIORICET,78,408015.7799999999
SORIATANE,32,537483.72
VECTIBIX,7,670989.48
COLAZAL,4,33186.35
HYDROMORPHONE ER,1208,20806250.529999997
EMOQUETTE,63,14160.810000000001
CALAN SR,137,360630.2199999999
INVIRASE,230,3934041.0700000003
PREDNISONE,209984,83557422.74999943
MEROPENEM,1140,4432644.549999999
GLYDO,1,769.22
RENAL CAPS,34,16278.53
NEOMYCIN SULFATE,1102,483230.97999999975
GLUMETZA,979,54602967.910000004
DILTIAZEM ER,29379,24133066.01999996
CYTARABINE,2,385.58000000000004
VERAMYST,343,866281.5000000001
RIFADIN,1,8254.49
ZESTORETIC,76,205545.78000000006
ATROPINE SULFATE,1196,669343.2800000001
LEUCOVORIN CALCIUM,1699,2212664.8300000015
VICTRELIS,1,80014.0
MULTIVITAMINS WITH FLUORIDE,2,214.73000000000002
JARDIANCE,1290,10879850.799999997
METRONIDAZOLE,42857,54314911.550000265
LOCOID,2,20830.79
SYMBYAX,47,332253.27
ATROVENT HFA,8599,46775090.08999995
SYNJARDY,1,5486.17
BUTALBITAL-ASPIRIN-CAFFEINE,1645,1801065.840000001
ZOFRAN ODT,7,181705.66999999998
CALCIPOTRIENE-BETAMETHASONE DP,92,1158861.2699999996
POTASSIUM BICARBONATE,27,4203.259999999999
CLOCORTOLONE PIVALATE,15,156175.16
ZIDOVUDINE,649,439255.7200000001
RISPERIDONE,69914,67461583.27000102
SANDIMMUNE,86,622215.7799999997
PHENELZINE SULFATE,458,495452.5800000006
MUPIROCIN,46145,21273353.96000019
BUNAVAIL,33,221613.05000000005
OMNIPOD,1,5512.0
ERAXIS (WATER DILUENT),5,85325.19
HUMALOG MIX 75-25,6067,69891600.50000013
JOLESSA,2,1970.3400000000001
DEPEN,16,745154.84
QNASL CHILDREN,1,4619.69
APRI,398,97233.69999999991
TOLBUTAMIDE,24,20080.279999999995
IPOL,9,5874.45
TOPICORT,14,88595.08
INFUMORPH,1,8166.99
CRESEMBA,1,54549.03
STALEVO 75,16,122116.47
CYTRA-K,2,3754.04
RILUTEK,12,330640.58999999997
LITHOBID,109,583696.1600000001
CEFTRIAXONE,6477,10030987.440000035
NEUPOGEN,626,35872521.209999986
ESTRADIOL,50287,38177837.26999982
ZOHYDRO ER,298,2576351.52
VIDEX,1,2634.2
MONUROL,353,1268927.9099999983
ENULOSE,3552,2076400.8899999966
DESOXYN,15,227521.63999999996
FLUOROURACIL,7507,47022151.489999965
JUNEL FE,567,149333.85000000012
FULYZAQ,74,702916.9300000002
CHLORPROPAMIDE,35,34320.91999999999
DIPHENOXYLATE-ATROPINE,22836,14441919.460000006
GRALISE,1518,13930208.860000001
TRUSOPT,53,65129.469999999994
GAMUNEX-C,630,119739508.15999994
FIRMAGON,34,515881.98000000016
ALPROSTADIL,1,3873.91
BCG (TICE STRAIN),10,75692.18
LOVENOX,693,7861687.879999996
PONSTEL,1,17243.93
AVONEX PEN,2016,257794090.92000028
CORLANOR,45,291367.64
RECTIV,14,96836.74999999999
LIDOCAINE,28427,298078366.34999907
ARMOUR THYROID,5888,3432855.740000007
PHOSPHOLINE IODIDE,86,244867.05000000002
RETIN-A MICRO,3,15143.66
LEVETIRACETAM,66356,90194238.41000098
FARYDAK,9,914815.1299999999
PATANASE,151,697804.8500000003
REBIF,1796,208796743.28999963
OPIUM TINCTURE,202,1858495.4600000002
SOMA,56,649037.2900000002
CLARINEX,161,411942.33000000013
PNV-DHA,7,4214.66
CORDRAN,114,799878.6200000002
ABACAVIR-LAMIVUDINE-ZIDOVUDINE,462,10562409.829999994
HALDOL,1,282.54
ZORBTIVE,1,245515.49
PREDNISOLONE ACETATE,21130,152060638.94999912
CONCERTA,175,802175.8000000003
DESIPRAMINE HCL,2899,4308338.3500000015
GLUCOPHAGE,458,705169.1399999999
INFANRIX DTAP,6,3431.89
TIMOPTIC OCUDOSE,418,3885981.9699999993
MANNITOL,3,358.54
SF,270,34268.36999999999
ZARONTIN,50,161173.41999999993
OLANZAPINE,52444,97288727.24999891
FLUCYTOSINE,1,203298.4
EFFIENT,12035,133437406.91000031
PREDNISOLONE,644,178072.04000000004
ESZOPICLONE,15158,16753648.799999895
CYCLOPHOSPHAMIDE,173,1575796.5199999998
INLYTA,181,35962978.82
PERSANTINE,4,6009.4400000000005
GIAZO,3,16906.84
ASSURE ID INSULIN SAFETY,40,25544.250000000007
VICODIN HP,278,857108.1299999997
FLUCONAZOLE-NACL,28,20009.630000000005
SUPRAX,130,577497.5500000003
ZATEAN-PN PLUS,3,2101.14
EASY COMFORT INSULIN SYRINGE,216,185263.06999999992
BENAZEPRIL-HYDROCHLOROTHIAZIDE,14060,20549483.430000078
POLYETHYLENE GLYCOL 3350,76124,69070270.42999953
COSOPT PF,1336,4516995.950000008
SIVEXTRO,8,513284.2899999999
CARISOPRODOL-ASPIRIN-CODEINE,3,9405.279999999999
PREPLUS,267,55041.60999999998
FOSINOPRIL SODIUM,13002,3347507.6999999844
LINEZOLID,48,855361.5199999999
BENAZEPRIL HCL,76808,25241767.7100003
STERI-PAD,1,161.04
ARIXTRA,16,811082.84
NULOJIX,18,596842.62
PHENYTOIN SODIUM EXTENDED,41388,43664454.65999932
AMBISOME,10,155654.14
ATOVAQUONE,636,14527910.240000006
ZELBORAF,56,5821732.6099999985
SURE-JECT INSULIN SYRINGE,29,11583.600000000002
ACITRETIN,944,15101067.51
PRECISION,1,159.11
BACTROBAN NASAL,40,97291.23999999999
NORCO,436,2406437.3199999994
TRIAZOLAM,4447,3178039.5799999926
HECTOROL,37,410317.42
ENTRESTO,94,699673.6499999999
ZITHROMAX,8,49066.450000000004
BENZTROPINE MESYLATE,34079,23688634.069999974
PEG 3350-ELECTROLYTE,5929,4518254.569999992
DULERA,18140,152786213.36999884
AMPICILLIN-SULBACTAM,268,534958.1099999998
BRILINTA,9115,80058323.56999975
HYZAAR,511,1055546.410000001
NALOXONE HCL,80,434087.81
ABRAXANE,22,1821213.1600000004
DEFEROXAMINE MESYLATE,24,141755.09
SE-TAN DHA,3,2462.66
ABELCET,12,262920.31000000006
LIORESAL INTRATHECAL,6,111950.05
VITAFOL-OB+DHA,5,6154.95
TOVIAZ,14368,94443165.24999997
LOTEMAX,6980,58873542.76999994
NOVOLOG,33594,452409429.7299989
K-PHOS NO.2,5,4207.39
TRICARE,6,2175.8
ZYPREXA,1000,13083282.740000013
SE-NATAL 19,26,7817.97
TENORETIC 50,17,42858.37
DUTOPROL,28,50477.78000000001
ACARBOSE,4999,7181817.760000003
LACRISERT,124,954188.0299999998
CAZIANT,14,4147.11
TIMOPTIC-XE,35,89114.45000000001
AMOXICILLIN-CLAVULANATE POT ER,251,478466.63000000024
DASETTA,221,56606.669999999984
TESTIM,518,4512784.079999997
EPZICOM,3585,191152227.01999944
PODOFILOX,22,25402.25
FELDENE,5,15116.13
METHYLPREDNISOLONE ACETATE,178,83512.24000000002
TESTOSTERONE,1212,7668880.340000001
THIOLA,69,6405560.010000001
VITAFOL-OB,1,419.94
ASPIRIN-DIPYRIDAMOLE ER,2162,11081192.439999973
VIDAZA,2,153736.87
ZOMIG ZMT,7,74664.18000000001
TACROLIMUS,4071,33912025.409999855
SOOLANTRA,34,160315.27999999997
MINOXIDIL,7840,2826940.759999992
COLY-MYCIN S,10,6387.35
TRIMETHOPRIM,6900,3319360.1600000067
VANCOMYCIN-D5W,29,13609.539999999997
MIGRANAL,25,1074282.61
TRULICITY,1158,15332718.110000009
CARNITOR SF,2,3660.5699999999997
GLIMEPIRIDE,94705,69889012.87999988
POTASSIUM CHLORIDE-NACL,4,2284.04
PRALUENT PEN,4,68066.54000000001
CELESTONE,1,1986.25
CARDURA,97,149616.55000000005
E.E.S. 200,220,3492629.54
ELESTRIN,25,72960.97
STIOLTO RESPIMAT,202,1292107.529999999
RAVICTI,16,13918985.489999998
NOVOFINE 32,6192,6812430.279999982
HALOPERIDOL,25819,36936492.13999982
DITROPAN XL,64,195981.49999999994
TARGRETIN,85,62800152.08999999
TERBUTALINE SULFATE,411,1695125.6499999985
LIDODERM,5447,56984907.97000013
TESTOPEL,6,77778.2
ORTHO MICRONOR,8,4337.66
ZENZEDI,13,75516.22
ALPRAZOLAM ER,1747,946160.1300000015
SILDENAFIL,3019,24546141.48999998
METHYLPHENIDATE HCL,18094,26675291.18999988
ZEBETA,3,6814.9
BUTALB-CAFF-ACETAMINOPH-CODEIN,1766,2522165.229999993
M-M-R II VACCINE,55,200354.22
METADATE CD,22,90954.41
VITAMIN D2,1663,531487.5499999992
PREVIDENT 5000,166,36421.97
ENTYVIO,12,799802.92
OLANZAPINE ODT,5290,25544780.660000008
UREA,4,7272.11
CANDESARTAN-HYDROCHLOROTHIAZID,884,1245159.32
HUMALOG MIX 50-50 KWIKPEN,795,15769695.940000016
SALACYN,1,385.55
AZASITE,890,4327292.709999999
ZEBUTAL,7,11499.369999999999
ZOVIA 1-50E,46,14118.949999999999
TRIUMEQ,2093,189030852.58000016
ARANELLE,21,7448.719999999999
NUTROPIN AQ NUSPIN,58,2209710.670000001
MIMVEY LO,140,203656.43999999997
DIAMOX SEQUELS,22,135561.0
ACETIC ACID,1009,445613.18000000005
VOL-CARE RX,5,1406.16
ACAMPROSATE CALCIUM,587,1339886.7899999989
VOLTAREN-XR,4,15558.76
JANUMET,29031,365067513.2000001
PROAIR RESPICLICK,477,577775.3600000002
DOXORUBICIN HCL,6,7201.76
ACETAZOLAMIDE,7050,20433023.450000037
MINI ULTRA-THIN II,24,9224.34
PRUDOXIN,33,181236.41999999998
TICLOPIDINE HCL,2,1543.86
URSO FORTE,21,113917.16000000002
DIASTAT ACUDIAL,26,292013.95999999996
ZEMAIRA,321,56545188.250000045
TELMISARTAN,11176,16742050.439999951
ATOVAQUONE-PROGUANIL HCL,530,2236222.9500000007
FIORINAL,39,165638.09999999998
SOVALDI,1246,715153858.0799998
EVOTAZ,176,5249841.699999998
CORTEF,84,102330.81000000003
FOSAMAX,93,144071.4
SYNALGOS-DC,4,6027.42
BIMATOPROST,37,183266.08999999997
MEMANTINE HCL,28304,70538076.57000038
JANUMET XR,7921,71227631.36000013
PRENATE CHEWABLE,1,1339.59
DOXYCYCLINE HYCLATE,73358,125615484.19000094
REA LO 40,4,6497.6900000000005
OXYCODONE-ACETAMINOPHEN,159506,488790835.4900031
TRUVADA,6569,637347281.1499993
ZORVOLEX,282,1144145.3400000003
MAGNESIUM SULFATE,88,37387.73999999999
GLATOPA,92,6285613.119999999
BUPRENORPHINE HCL,2379,9444746.419999985
CLINDAMYCIN PHOSPHATE,8016,14935068.93
NITROLINGUAL,61,423159.93000000005
FORTAMET,64,2109712.1399999997
MULTAQ,11709,193692459.98999965
MAXI-COMFORT,4,864.43
TERAZOL 7,4,3325.6400000000003
IMIPENEM-CILASTATIN SODIUM,264,855656.9399999997
KEYTRUDA,9,1625187.11
ACTOS,175,1087467.4499999995
ANDROGEL,8963,131154995.91000022
METHYLPHENIDATE HCL CD,260,697437.8799999997
COSENTYX PEN (2 PENS),40,3879864.4499999997
GRISEOFULVIN,49,160712.73
METROGEL,11,71069.61
PERPHENAZINE-AMITRIPTYLINE,1674,1742097.8800000004
PROVIGIL,268,7109830.010000002
DIVALPROEX SODIUM ER,39024,258290939.96000242
ZANTAC,83,411811.0100000001
ZOLPIDEM TARTRATE,151472,89252015.71999739
FLUOROMETHOLONE,5201,16941824.250000026
AVELOX IV,4,5884.35
FLUTAMIDE,253,454457.80999999994
KETOROLAC TROMETHAMINE,10303,22913486.599999875
SINGLE USE SWAB,6066,605250.3299999997
IMOVAX RABIES VACCINE,1,4750.35
LEVOXYL,2469,1847126.0500000003
LEVALBUTEROL CONCENTRATE,9,31767.02
NEO-POLYCIN HC,1,750.55
VAGIFEM,8619,49691692.76999989
ENDOCET,7746,17963625.69000003
ZUBSOLV,170,1018279.7600000002
LESCOL,42,83352.06
CEFPROZIL,1400,1585864.400000003
BYDUREON,3878,44955909.28000002
BUPRENORPHINE-NALOXONE,3116,31608390.82000003
TENORMIN,372,1524750.010000001
ROSADAN,2,3718.4
ZARAH,87,57542.02
CEFEPIME-DEXTROSE,15,24607.370000000003
LETROZOLE,9870,10242417.8
OPDIVO,25,4532000.06
SARAFEM,4,17827.56
O-CAL FA,1,88.72
XODOL 7.5-300,1,16339.24
PLEGRIDY PEN,304,35699775.22000004
PROMACTA,442,39920013.21000002
VIBATIV,1,6884.31
HOMATROPAIRE,4,2152.7799999999997
RALOXIFENE HCL,38191,223041905.87000024
CYCLOSPORINE,275,1454359.7299999995
FIORICET WITH CODEINE,20,223843.48
ROPINIROLE HCL,71531,47011518.340000115
NADOLOL-BENDROFLUMETHIAZIDE,43,60983.03000000001
CELEBREX,4541,26923646.39000004
DOXEPIN HCL,26185,19643302.340000015
NORTRIPTYLINE HCL,41332,13645056.490000151
VOLTAREN,55082,181881405.4899982
1ST TIER UNIFINE PENTIPS PLUS,9,2900.58
CHENODAL,13,9441616.2
AMILORIDE HCL,2233,1561810.6600000006
LENVIMA,33,8634824.62
CHLORDIAZEPOXIDE HCL,2414,333746.9999999993
TENCON,4,2172.2999999999997
PROZAC WEEKLY,57,159920.33
ENTOCORT EC,37,770741.8300000001
NORPACE CR,33,202557.01999999996
GABLOFEN,7,176972.35
MACRODANTIN,26,108563.25
CIPRODEX,3906,16581501.750000048
HYDROCORTISONE BUTYRATE,434,1170487.37
PRANDIMET,22,157178.19999999998
BENZACLIN,3,17842.99
NEPHROCAPS,1,1368.48
CEFEPIME,120,489935.38
PROMETRIUM,94,159569.59999999995
COMBIVENT RESPIMAT,40364,342351727.2600052
ZOSTAVAX,13889,142645581.38000065
MARINOL,21,617390.4999999999
OXYCONTIN,39700,824417773.2199913
OB COMPLETE PETITE,1,1883.7
MULTIVITAMIN WITH FLUORIDE,13,2179.13
TARKA,207,443842.9299999999
HUMALOG KWIKPEN U-100,28674,490314208.41999704
